YEAR,DATE,PLANE,DEP,DES,DYLAND,NILAND,APPR,HOURS,NIGHT,IFR,GAD,CFI,STDNT,DUAL,PIC,SIC,SFTY,,,,,
2002,823,N321BL,MWO,SKY,1,0,0,13,0,7,0,0,0,0,13,0,0,,,,,
2002,824,N321BL,SKY,MWO,1,0,0,13,0,10,0,0,0,0,13,0,0,,,,,
2002,903,N321BL,MWO,MGY,1,0,0,2,0,0,0,0,0,0,2,0,0,,,,,
2002,903,N321BL,MGY,VNW,1,0,0,8,0,0,0,0,0,0,8,0,0,,,,,
2002,903,N321BL,VNW,MGY,1,0,0,7,0,4,0,0,0,0,7,0,0,,,,,
2002,903,N321BL,MGY,MWO,1,0,0,2,0,0,0,0,0,0,2,0,0,,,,,
2002,914,N321BL,MWO,MIE,1,0,0,6,0,0,0,0,0,0,6,0,0,,,,,
2002,914,N321BL,MIE,MWO,0,1,0,6,6,0,0,0,0,0,6,0,0,,,,,
2002,918,N5973J,MWO,MWO,1,0,0,10,0,7,0,10,26,0,10,0,0,,,,,
2002,921,N321BL,MWO,SKY,1,0,0,11,0,7,0,0,0,0,11,0,0,,,,,
2002,921,N321BL,SKY,MWO,0,1,0,11,11,4,0,0,0,0,11,0,0,,,,,
2002,1004,N321BL,MWO,MWO,1,0,0,6,0,0,0,0,0,0,6,0,0,,,,,
2002,1004,N321BL,MWO,MWO,1,0,0,7,0,0,0,0,0,0,7,0,0,,,,,
2002,1011,N321BL,MWO,FQD,0,1,0,19,14,12,0,0,0,0,19,0,0,,,,,
2002,1012,N321BL,FQD,DAB,1,0,0,28,0,0,0,0,0,0,28,0,0,,,,,
2002,1013,N321BL,DAB,MYAW,1,0,0,17,0,0,0,0,0,0,17,0,0,,,,,
2002,1013,N321BL,MYAW,PBI,1,0,0,8,0,0,0,0,0,0,8,0,0,,,,,
2002,1013,N321BL,PBI,DAB,0,1,0,17,17,5,0,0,0,0,17,0,0,,,,,
2002,1019,N321BL,DAB,MOR,1,0,0,33,0,0,0,0,0,0,33,0,0,,,,,
2002,1019,N321BL,MOR,MWO,1,0,0,16,0,0,9,0,0,0,16,0,0,,,,,
2002,1110,N321BL,MWO,ANB,1,0,0,33,0,25,0,0,0,0,33,0,0,,,,,
2002,1110,N321BL,ANB,DTS,1,0,0,17,0,10,0,0,0,0,17,0,0,,,,,
2002,1110,N321BL,DTS,MWO,0,1,0,32,32,25,0,0,0,0,32,0,0,,,,,
2002,1127,N321BL,MWO,3DW,1,0,0,30,0,20,0,0,0,0,30,0,0,,,,,
2002,1127,N321BL,3DW,SNL,1,0,0,16,0,3,0,0,0,0,16,0,0,,,,,
2002,1127,N321BL,SNL,RVS,0,1,0,6,6,0,0,0,0,0,6,0,0,,,,,
2002,1201,N321BL,RVS,FWC,1,0,0,26,0,0,0,0,0,0,26,0,0,,,,,
2002,1201,N321BL,FWC,MWO,1,0,0,14,0,0,0,0,0,0,14,0,0,,,,,
2002,1203,N321BL,MWO,LUK,1,0,0,3,0,0,0,0,0,0,3,0,0,,,,,
2002,1203,N321BL,LUK,MWO,1,0,0,3,0,0,0,0,0,0,3,0,0,,,,,
2002,1209,N321BL,MWO,DBN,1,0,0,28,0,2,0,0,0,0,28,0,0,,,,,
2002,1209,N321BL,DBN,X31,1,0,0,16,0,10,0,0,0,0,16,0,0,,,,,
2002,1210,N321BL,X31,PCM,1,0,0,6,0,4,0,0,0,0,6,0,0,,,,,
2002,1210,N321BL,PCM,PCM,1,0,0,9,0,0,0,0,0,0,9,0,0,,,,,
2002,1211,N321BL,PCM,PGD,1,0,0,6,0,1,0,0,0,0,6,0,0,,,,,
2002,1211,N321BL,PGD,PGD,1,0,0,7,0,0,0,0,0,0,7,0,0,,,,,
2002,1212,N321BL,PGD,X51,1,0,0,10,0,7,0,0,0,0,10,0,0,,,,,
2002,1214,N321BL,X51,DBN,1,0,0,30,0,3,0,0,0,0,30,0,0,,,,,
2002,1214,N321BL,DBN,MWO,1,0,0,31,0,26,0,0,0,0,31,0,0,,,,,
2002,1216,N321BL,MWO,N38,1,0,0,21,0,10,0,0,0,0,21,0,0,,,,,
2002,1216,N321BL,N38,MWO,1,0,0,23,0,0,0,0,0,0,23,0,0,,,,,
2002,1222,N321BL,MWO,2G3,1,0,0,14,0,0,0,0,0,0,14,0,0,,,,,
2002,1224,N321BL,2G3,MWO,1,0,0,17,0,8,0,0,0,0,17,0,0,,,,,
2002,1225,N321BL,MWO,DVN,1,0,0,26,0,21,0,0,0,0,26,0,0,,,,,
2002,1228,N321BL,DVN,MWO,1,0,0,16,0,16,0,0,0,0,16,0,0,,,,,
2003,121,N321BL,MWO,LUK,1,0,0,4,0,0,0,0,0,0,4,0,0,,,,,
2003,121,N321BL,LUK,MWO,1,0,0,4,0,0,0,0,0,0,4,0,0,,,,,
2003,131,N321BL,MWO,IRK,1,0,0,31,0,26,0,0,0,0,31,0,0,,,,,
2003,131,N321BL,IRK,MCK,1,0,0,30,0,15,0,0,0,0,30,0,0,,,,,
2003,131,N321BL,MCK,EGE,1,0,0,26,0,0,0,0,0,0,26,0,0,,,,,
2003,208,N321BL,EGE,STJ,1,0,0,30,0,15,0,0,0,0,30,0,0,,,,,
2003,208,N321BL,STJ,MWO,0,1,0,25,15,18,0,0,0,0,25,0,0,,,,,
2003,319,N321BL,MWO,MWO,1,0,0,12,0,0,10,0,0,12,12,0,0,,,,,
2003,320,N321BL,MWO,SGH,1,0,0,4,0,0,0,0,0,0,4,0,0,,,,,
2003,320,N321BL,SGH,JGG,1,0,0,28,0,21,0,0,0,0,28,0,0,,,,,
2003,323,N321BL,JGG,SGH,0,1,0,27,2,0,0,0,0,0,27,0,0,,,,,
2003,323,N321BL,SGH,MWO,0,1,0,4,4,0,0,0,0,0,4,0,0,,,,,
2003,324,N321BL,MWO,LUK,1,0,0,6,0,0,0,0,0,0,6,0,0,,,,,
2003,416,N30599,HNL,HDH,1,0,0,5,0,0,0,0,0,5,5,0,0,,,,,
2003,416,N30599,HDH,JRF,1,0,0,5,0,0,0,0,0,5,5,0,0,,,,,
2003,416,N30599,JRF,HNL,1,0,0,3,0,0,0,0,0,3,3,0,0,,,,,
2003,416,N30599,HNL,LUP,1,0,0,9,0,0,0,0,0,0,9,0,0,,,,,
2003,416,N30599,LUP,OGG,1,0,0,6,0,0,0,0,0,0,6,0,0,,,,,
2003,418,N30599,OGG,OGG,1,0,0,12,0,0,0,0,0,0,12,0,0,,,,,
2003,420,N30599,OGG,ITO,1,0,0,19,0,0,0,0,0,0,19,0,0,,,,,
2003,420,N30599,ITO,ITO,1,0,0,9,0,0,0,0,0,0,9,0,0,,,,,
2003,422,N30599,ITO,LNY,1,0,0,17,0,8,0,0,0,0,17,0,0,,,,,
2003,422,N30599,LNY,LIH,1,0,0,16,0,4,0,0,0,0,16,0,0,,,,,
2003,425,N30599,LIH,LIH,1,0,0,11,0,0,0,0,0,0,11,0,0,,,,,
2003,425,N30599,LIH,HNL,1,0,0,20,0,0,0,0,0,0,20,0,0,,,,,
2003,506,N5973J,MWO,LUK,1,0,0,4,0,0,0,0,0,0,4,0,0,,,,,
2003,506,N5973J,LUK,MWO,1,0,0,5,0,0,0,0,0,0,5,0,0,,,,,
2003,531,N5973J,LUK,MWO,1,0,0,5,0,3,0,0,0,0,5,0,0,,,,,
2003,531,N5973J,MWO,LUK,1,0,0,7,0,5,0,0,0,0,7,0,0,,,,,
2003,603,N5973J,MWO,MWO,1,0,0,17,0,15,0,0,0,0,17,0,0,,,,,
2003,617,N6066H,MWO,MWO,1,0,0,12,0,0,0,12,42,0,12,0,0,,,,,
2003,619,N6066H,MWO,MWO,1,0,0,11,0,0,0,11,42,0,11,0,0,,,,,
2003,623,N5973J,MWO,LUK,1,0,0,4,0,0,0,0,0,0,4,0,0,,,,,
2003,623,N5973J,LUK,MWO,1,0,0,5,0,0,0,0,0,0,5,0,0,,,,,
2003,629,N5973J,MWO,MWO,1,0,0,15,0,0,0,15,26,0,15,0,0,,,,,
2003,629,N6066H,MWO,DVN,1,0,0,32,0,0,0,32,42,0,32,0,0,,,,,
2003,630,N6066H,DVN,MWO,1,0,0,27,0,0,0,0,0,0,27,0,0,,,,,
2003,703,N5973J,MWO,DVN,1,0,0,25,0,0,0,0,0,0,25,0,0,,,,,
2003,704,N5973J,DVN,MWO,1,0,0,22,0,1,0,0,0,0,22,0,0,,,,,
2003,705,N321BL,LUK,MWO,1,0,0,5,0,0,0,0,0,0,5,0,0,,,,,
2003,705,N5973J,LUK,MWO,1,0,0,6,0,0,0,0,0,0,6,0,0,,,,,
2003,708,N6066H,MWO,MWO,1,0,0,14,0,0,0,14,42,0,14,0,0,,,,,
2003,713,N321BL,MWO,DVN,1,0,0,22,0,1,0,0,0,0,22,0,0,,,,,
2003,714,N321BL,DVN,HON,1,0,0,28,0,1,0,0,0,0,28,0,0,,,,,
2003,714,N321BL,HON,DIK,1,0,0,22,0,0,0,0,0,0,22,0,0,,,,,
2003,716,N321BL,DIK,S71,1,0,0,20,0,0,0,0,0,0,20,0,0,,,,,
2003,716,N321BL,S71,CYBW,1,0,0,19,0,0,0,0,0,0,19,0,0,,,,,
2003,720,N321BL,CYBW,CYBW,1,0,0,24,0,0,0,0,0,0,24,0,0,,,,,
2003,721,N321BL,CYBW,CYXE,1,0,0,21,0,0,0,0,0,0,21,0,0,,,,,
2003,721,N321BL,CYXE,CYDN,1,0,0,18,0,10,0,0,0,0,18,0,0,,,,,
2003,722,N321BL,CYDN,CYPG,1,0,0,7,0,0,0,0,0,0,7,0,0,,,,,
2003,722,N321BL,CYPG,RRT,1,0,0,11,0,0,0,0,0,0,11,0,0,,,,,
2003,722,N321BL,RRT,ETB,1,0,0,28,0,2,0,0,0,0,28,0,0,,,,,
2003,722,N321BL,ETB,MWO,1,0,0,18,0,0,0,0,0,0,18,0,0,,,,,
2003,729,N5973J,MWO,3DW,1,0,0,38,0,2,0,0,0,0,38,0,0,,,,,
2003,729,N5973J,3DW,TUL,1,0,0,14,0,0,0,0,0,0,14,0,0,,,,,
2003,730,N5973J,TUL,FWC,1,0,0,30,0,0,0,0,0,0,30,0,0,,,,,
2003,730,N5973J,FWC,MWO,1,0,0,15,0,0,0,0,0,0,15,0,0,,,,,
2003,804,N321BL,MWO,ISZ,1,0,0,3,0,0,0,0,0,0,3,0,0,,,,,
2003,804,N321BL,ISZ,9N3,1,0,0,32,0,20,0,0,0,0,32,0,0,,,,,
2003,804,N97487,9N3,MWO,0,1,0,35,10,10,0,35,43,0,35,0,0,,,,,
2003,805,N97487,MWO,SKY,1,0,0,15,0,11,0,0,0,0,15,0,0,,,,,
2003,805,N97487,SKY,MWO,0,1,0,12,12,0,0,0,0,0,12,0,0,,,,,
2003,810,N6066H,MWO,MWO,1,0,0,12,0,0,0,12,42,0,12,0,0,,,,,
2003,811,N6066H,MWO,OSU,1,0,0,8,0,0,0,8,42,0,8,0,0,,,,,
2003,811,N6066H,OSU,MWO,0,1,0,9,9,0,0,9,42,0,9,0,0,,,,,
2003,813,N6066H,MWO,MWO,1,0,0,13,0,0,0,13,42,0,13,0,0,,,,,
2003,814,N321BL,9N3,MWO,1,0,0,27,0,2,0,0,0,0,27,0,0,,,,,
2003,815,N6066H,MWO,MWO,1,0,0,13,0,0,0,13,42,0,13,0,0,,,,,
2003,816,N321BL,MWO,GLW,1,0,0,12,0,0,0,0,0,0,12,0,0,,,,,
2003,816,N321BL,GLW,MWO,0,1,0,14,10,4,0,0,0,0,14,0,0,,,,,
2003,817,N6066H,MWO,MWO,1,0,0,14,0,0,0,14,42,0,14,0,0,,,,,
2003,819,N6066H,MWO,MWO,1,0,0,5,0,0,0,5,42,0,5,0,0,,,,,
2003,820,N6066H,MWO,MWO,1,0,0,6,0,0,0,6,42,0,6,0,0,,,,,
2003,822,N6066H,MWO,MWO,1,0,0,10,0,0,0,10,14,0,10,0,0,,,,,
2003,825,N6066H,MWO,IND,1,0,0,11,0,0,0,11,42,0,11,0,0,,,,,
2003,825,N6066H,IND,LEX,1,0,0,14,0,0,0,14,42,0,14,0,0,,,,,
2003,825,N6066H,LEX,MWO,1,0,0,13,0,0,0,14,42,0,13,0,0,,,,,
2003,826,N6066H,MWO,MWO,1,0,0,18,0,0,0,18,42,0,18,0,0,,,,,
2003,830,N321BL,MWO,SKY,1,0,0,12,0,8,0,0,0,0,12,0,0,,,,,
2003,830,N321BL,SKY,MWO,0,1,0,11,11,0,0,0,0,0,11,0,0,,,,,
2003,903,N6066H,MWO,MWO,1,0,0,4,0,0,0,4,42,0,4,0,0,,,,,
2003,911,N321BL,MWO,BCB,1,0,0,17,0,0,0,0,0,0,17,0,0,,,,,
2003,911,N321BL,BCB,GHM,1,0,0,23,0,0,0,0,0,0,23,0,0,,,,,
2003,911,N321BL,GHM,M89,1,0,0,20,0,11,0,0,0,0,20,0,0,,,,,
2003,911,N321BL,M89,PWA,0,1,0,19,2,10,0,0,0,0,19,0,0,,,,,
2003,914,N321BL,PWA,PWA,1,0,0,3,0,0,0,0,0,0,3,0,0,,,,,
2003,914,N321BL,PWA,M91,1,0,0,31,0,15,0,0,0,0,31,0,0,,,,,
2003,914,N321BL,M91,BCB,1,0,0,21,0,10,0,0,0,0,21,0,0,,,,,
2003,914,N321BL,BCB,MWO,1,0,0,17,0,8,0,0,0,0,17,0,0,,,,,
2003,917,N6066H,MWO,MWO,1,0,0,20,0,0,0,20,42,0,20,0,0,,,,,
2003,918,N6066H,MWO,MIE,0,1,0,7,7,0,0,7,42,0,7,0,0,,,,,
2003,918,N6066H,MIE,MWO,0,1,0,10,10,0,0,10,42,0,10,0,0,,,,,
2003,922,N6066H,MWO,MWO,1,0,0,17,0,9,0,17,42,0,17,0,0,,,,,
2003,1005,N321BL,MWO,LUK,1,0,0,4,0,0,0,0,0,0,4,0,0,,,,,
2003,1005,N321BL,LUK,MHP,1,0,0,26,0,0,0,0,0,0,26,0,0,,,,,
2003,1005,N321BL,MHP,FPR,1,0,0,22,0,0,0,0,0,0,22,0,0,,,,,
2003,1005,N321BL,FPR,MYAW,1,0,0,12,0,0,0,0,0,0,12,0,0,,,,,
2003,1005,N321BL,MYAW,MYAM,1,0,0,8,0,0,0,0,0,0,8,0,0,,,,,
2003,1011,N321BL,MYAM,FPR,1,0,0,15,0,0,0,0,0,0,15,0,0,,,,,
2003,1011,N321BL,FPR,CRG,1,0,0,15,0,4,0,0,0,0,15,0,0,,,,,
2003,1011,N321BL,CRG,LQK,1,0,0,25,0,20,0,0,0,0,25,0,0,,,,,
2003,1011,N321BL,LQK,MWO,0,1,0,24,12,12,0,0,0,0,24,0,0,,,,,
2003,1015,N6066H,MWO,MWO,1,0,0,13,0,0,0,13,42,0,13,0,0,,,,,
2003,1016,N6066H,MWO,MWO,1,0,0,11,0,0,0,11,42,0,11,0,0,,,,,
2003,1020,N6066H,MWO,MWO,0,1,0,10,10,0,0,10,42,0,10,0,0,,,,,
2003,1021,N5973J,MWO,MIE,0,1,0,10,10,0,0,0,0,0,10,0,0,,,,,
2003,1021,N5973J,MIE,MWO,0,1,0,5,5,5,0,5,31,0,5,0,0,,,,,
2003,1105,N5973J,MWO,MWO,1,0,0,5,0,0,0,0,0,0,5,0,0,,,,,
2003,1109,N6066H,MWO,MWO,1,0,0,14,0,0,0,14,42,0,14,0,0,,,,,
2003,1112,N6066H,MWO,MWO,1,0,0,14,0,0,0,14,42,0,14,0,0,,,,,
2003,1117,N6066H,MWO,MWO,1,0,0,8,0,0,0,8,42,0,8,0,0,,,,,
2003,1118,N5973J,MWO,MWO,1,0,0,10,0,0,0,0,0,0,10,0,0,,,,,
2003,1123,N97487,MWO,MWO,1,0,0,9,0,0,8,0,0,0,9,0,0,,,,,
2003,1123,N321BL,MWO,MWO,1,0,0,5,0,0,0,0,0,0,5,0,0,,,,,
2003,1125,N321BL,MWO,FAM,1,0,0,26,0,0,0,0,0,0,26,0,0,,,,,
2003,1125,N321BL,FAM,2H2,1,0,0,16,0,0,0,0,0,0,16,0,0,,,,,
2003,1125,N321BL,2H2,TUL,1,0,0,11,0,0,0,0,0,0,11,0,0,,,,,
2003,1126,N321BL,TUL,TUL,1,0,0,8,0,0,0,0,0,0,8,0,0,,,,,
2003,1130,N321BL,TUL,MWO,1,0,0,34,0,0,0,0,0,0,34,0,0,,,,,
2003,1229,N321BL,MWO,2G3,1,0,0,15,0,9,0,0,0,0,15,0,0,,,,,
2003,1231,N321BL,2G3,MWO,1,0,0,24,0,0,0,0,0,0,24,0,0,,,,,
2004,116,N321BL,MWO,IRK,1,0,0,30,0,0,0,0,0,0,30,0,0,,,,,
2004,116,N321BL,IRK,MCK,1,0,0,28,0,23,0,0,0,0,28,0,0,,,,,
2004,116,N321BL,MCK,EGE,1,0,0,24,0,7,0,0,0,0,24,0,0,,,,,
2004,124,N321BL,EGE,STJ,1,0,0,33,0,3,0,0,0,0,33,0,0,,,,,
2004,124,N321BL,STJ,MWO,1,0,0,27,0,5,0,0,0,0,27,0,0,,,,,
2004,303,N321BL,MWO,MIE,1,0,0,6,0,0,0,0,0,0,6,0,0,,,,,
2004,310,N321BL,MIE,MWO,1,0,0,6,0,0,0,0,0,0,6,0,0,,,,,
2004,311,N321BL,MWO,I74,1,0,0,6,0,0,0,0,0,0,6,0,0,,,,,
2004,311,N321BL,I74,OSU,1,0,0,9,0,0,0,0,0,0,9,0,0,,,,,
2004,311,N321BL,OSU,MIE,1,0,0,11,0,0,0,0,0,0,11,0,0,,,,,
2004,311,N321BL,MIE,I74,1,0,0,6,0,0,0,0,0,0,6,0,0,,,,,
2004,311,N321BL,I74,MWO,1,0,0,6,0,0,0,0,0,0,6,0,0,,,,,
2004,318,N321BL,MWO,SGH,1,0,0,6,0,0,0,0,0,0,6,0,0,,,,,
2004,318,N321BL,SGH,HKY,1,0,0,19,0,14,0,0,0,0,19,0,0,,,,,
2004,321,N321BL,HKY,SGH,1,0,0,24,0,19,0,0,0,0,24,0,0,,,,,
2004,321,N321BL,SGH,MWO,1,0,0,3,0,0,0,0,0,0,3,0,0,,,,,
2004,407,N321BL,MWO,MIE,1,0,0,6,0,0,0,0,0,0,6,0,0,,,,,
2004,407,N321BL,MIE,MWO,1,0,0,5,0,0,0,0,0,0,5,0,0,,,,,
2004,417,N321BL,MWO,AYS,1,0,0,32,0,0,0,0,0,0,32,0,0,,,,,
2004,417,N321BL,AYS,MTH,1,0,0,26,0,0,0,0,0,0,26,0,0,,,,,
2004,417,N321BL,MTH,EYW,1,0,0,6,0,0,0,0,0,0,6,0,0,,,,,
2004,418,N321BL,EYW,MWCR,1,0,0,26,0,5,0,0,0,0,26,0,0,,,,,
2004,424,N321BL,MWCR,MWCB,1,0,0,8,0,0,0,0,0,0,8,0,0,,,,,
2004,427,N321BL,MWCB,EYW,1,0,0,25,0,0,0,0,0,0,25,0,0,,,,,
2004,427,N321BL,EYW,AYS,1,0,0,31,0,10,0,0,0,0,31,0,0,,,,,
2004,427,N321BL,AYS,TYS,0,1,0,25,5,10,0,0,0,0,25,0,0,,,,,
2004,427,N321BL,TYS,MWO,0,1,0,20,10,0,0,0,0,0,20,0,0,,,,,
2004,506,N321BL,MWO,GKT,1,0,0,16,0,0,0,0,0,0,16,0,0,,,,,
2004,508,N321BL,GKT,MWO,0,1,0,16,6,0,0,0,0,0,16,0,0,,,,,
2004,524,N321BL,MWO,SKY,1,0,0,10,0,0,0,0,0,0,10,0,0,,,,,
2004,524,N321BL,SKY,MWO,1,0,0,10,0,0,0,0,0,0,10,0,0,,,,,
2004,525,N6066H,MWO,MWO,1,0,0,17,0,0,8,17,42,0,17,0,0,,,,,
2004,527,N321BL,MWO,CPS,1,0,0,25,0,10,0,0,0,0,25,0,0,,,,,
2004,527,N321BL,CPS,CNK,1,0,0,34,0,0,0,0,0,0,34,0,0,,,,,
2004,529,N321BL,CNK,PUB,1,0,0,30,0,0,0,0,0,0,30,0,0,,,,,
2004,529,N321BL,PUB,U69,1,0,0,25,0,15,0,0,0,0,25,0,0,,,,,
2004,529,N321BL,U69,GCN,1,0,0,11,0,0,0,0,0,0,11,0,0,,,,,
2004,531,N321BL,GCN,O68,1,0,0,30,0,0,0,0,0,0,30,0,0,,,,,
2004,605,N321BL,O68,O68,1,0,0,2,0,0,0,0,0,0,2,0,0,,,,,
2004,605,N321BL,O68,O22,1,0,0,6,0,0,0,0,0,0,6,0,0,,,,,
2004,605,N321BL,O22,O05,1,0,0,13,0,0,0,0,0,0,13,0,0,,,,,
2004,607,N321BL,O05,CEC,1,0,0,15,0,7,0,0,0,0,15,0,0,,,,,
2004,610,N321BL,CEC,3S8,1,0,0,9,0,6,0,0,0,0,9,0,0,,,,,
2004,611,N321BL,3S8,TWF,1,0,0,28,0,0,0,0,0,0,28,0,0,,,,,
2004,611,N321BL,TWF,AIA,1,0,0,30,0,15,0,0,0,0,30,0,0,,,,,
2004,611,N321BL,AIA,MLE,1,0,0,19,0,0,0,0,0,0,19,0,0,,,,,
2004,613,N321BL,MLE,DVN,1,0,0,19,0,2,0,0,0,0,19,0,0,,,,,
2004,613,N321BL,DVN,MWO,1,0,0,20,0,0,0,0,0,0,20,0,0,,,,,
2004,617,N6066H,MWO,MWO,1,0,0,18,0,0,0,18,42,0,18,0,0,,,,,
2004,621,N6066H,MWO,ISZ,1,0,0,3,0,0,0,0,0,0,3,0,0,,,,,
2004,621,N6066H,ISZ,ISZ,1,0,0,8,0,0,0,8,44,0,8,0,0,,,,,
2004,621,N6066H,ISZ,MWO,1,0,0,3,0,0,0,0,0,0,3,0,0,,,,,
2004,628,N6066H,MWO,MWO,1,0,0,15,0,0,0,15,42,0,15,0,0,,,,,
2004,702,N6066H,MWO,MWO,1,0,0,20,0,0,0,20,42,0,20,0,0,,,,,
2004,705,N6066H,MWO,MWO,1,0,0,17,0,0,0,17,42,0,17,0,0,,,,,
2004,714,N6066H,MWO,MWO,1,0,0,13,0,0,0,13,42,0,13,0,0,,,,,
2004,716,N321BL,MWO,SKY,1,0,0,12,0,0,0,0,0,0,12,0,0,,,,,
2004,716,N321BL,SKY,MWO,0,1,0,20,20,0,0,0,0,0,20,0,0,,,,,
2004,723,N6066H,MWO,MWO,1,0,0,15,0,0,0,15,42,0,15,0,0,,,,,
2004,805,N321BL,MWO,MRT,1,0,0,7,0,0,0,0,0,0,7,0,0,,,,,
2004,805,N321BL,MRT,MWO,1,0,0,5,0,3,0,0,0,0,5,0,0,,,,,
2004,806,N321BL,MWO,PSK,1,0,0,16,0,0,0,0,0,0,16,0,0,,,,,
2004,806,N321BL,PSK,MWO,1,0,0,22,0,0,0,0,0,0,22,0,0,,,,,
2004,807,N6066H,MWO,MWO,1,0,0,20,0,0,0,20,42,0,20,0,0,,,,,
2004,809,N6066H,MWO,MWO,1,0,0,17,0,0,0,17,42,0,17,0,0,,,,,
2004,812,N321BL,MWO,I73,1,0,0,6,0,0,0,0,0,0,6,0,0,,,,,
2004,812,N321BL,MWO,MWO,1,0,0,3,0,0,0,0,0,0,3,0,0,,,,,
2004,812,N6066H,MWO,MWO,1,0,0,17,0,0,0,17,42,0,17,0,0,,,,,
2004,813,N321BL,MWO,SKY,1,0,0,11,0,0,0,0,0,0,11,0,0,,,,,
2004,814,N321BL,SKY,IAG,1,0,0,21,0,0,0,0,0,0,21,0,0,,,,,
2004,815,N321BL,IAG,MWO,1,0,0,25,0,3,0,0,0,0,25,0,0,,,,,
2004,817,N321BL,MWO,HAO,1,0,0,3,0,0,0,0,0,0,3,0,0,,,,,
2004,817,N321BL,HAO,4A0,1,0,0,26,0,5,0,0,0,0,26,0,0,,,,,
2004,817,N321BL,4A0,HAO,1,0,0,22,0,0,0,0,0,0,22,0,0,,,,,
2004,817,N321BL,HAO,MWO,1,0,0,3,0,0,0,0,0,0,3,0,0,,,,,
2004,818,N6066H,MWO,MWO,1,0,0,18,0,0,0,18,42,0,18,0,0,,,,,
2004,819,N6066H,MWO,MWO,1,0,0,12,0,0,0,12,32,0,12,0,0,,,,,
2004,820,N6066H,MWO,MWO,1,0,0,16,0,0,0,16,42,0,16,0,0,,,,,
2004,821,N6066H,MWO,MWO,1,0,0,17,0,0,0,17,42,0,17,0,0,,,,,
2004,823,N6066H,MWO,MWO,1,0,0,17,0,0,0,17,42,0,17,0,0,,,,,
2004,825,N6066H,MWO,MWO,1,0,0,24,0,0,0,24,42,0,24,0,0,,,,,
2004,826,N321BL,MWO,DVN,1,0,0,26,0,19,0,0,0,0,26,0,0,,,,,
2004,826,N321BL,DVN,MWO,1,0,0,19,0,0,0,0,0,0,19,0,0,,,,,
2004,829,N321BL,MWO,DVN,1,0,0,21,0,15,0,0,0,0,21,0,0,,,,,
2004,829,N321BL,DVN,MWO,1,0,0,21,0,18,0,0,0,0,21,0,0,,,,,
2004,829,N6066H,RID,MWO,0,1,0,6,6,5,0,6,42,0,6,0,0,,,,,
2004,831,N321BL,MWO,MGM,1,0,0,29,0,0,0,0,0,0,29,0,0,,,,,
2004,831,N321BL,MGM,MWO,1,0,0,29,0,0,0,0,0,0,29,0,0,,,,,
2004,901,N6066H,MWO,8A3,1,0,0,17,0,0,0,17,42,0,17,0,0,,,,,
2004,911,N321BL,MWO,MIE,1,0,0,5,0,0,0,0,0,0,5,0,0,,,,,
2004,911,N321BL,MIE,MWO,0,1,0,7,2,0,0,0,0,0,7,0,0,,,,,
2004,917,N321BL,MWO,I69,1,0,0,4,0,0,0,0,0,0,4,0,0,,,,,
2004,917,N321BL,I69,MQY,1,0,0,16,0,10,0,0,0,0,16,0,0,,,,,
2004,917,N321BL,MQY,MWO,0,1,0,20,20,1,0,0,0,0,20,0,0,,,,,
2004,921,N321BL,MWO,MIE,1,0,0,5,0,0,0,0,0,0,5,0,0,,,,,
2004,921,N321BL,MIE,MWO,1,0,0,7,0,0,0,0,0,0,7,0,0,,,,,
2004,926,N12215,ONA,ONA,1,0,0,9,0,9,0,0,0,9,9,0,0,,,,,
2004,927,N12215,ONA,ITO,1,0,0,16,0,0,0,0,0,0,16,0,0,,,,,
2004,927,N12215,ITO,HNM,1,0,0,11,0,0,0,0,0,0,11,0,0,,,,,
2004,927,N12215,HNM,ONA,1,0,0,7,0,0,0,0,0,0,7,0,0,,,,,
2004,1012,N321BL,MWO,I69,1,0,0,4,0,0,0,0,0,0,4,0,0,,,,,
2004,1012,N4513Z,I69,I69,1,0,0,5,0,0,0,0,0,5,0,0,0,,,,,
2004,1012,N321BL,I69,MWO,1,0,0,4,0,0,0,0,0,0,4,0,0,,,,,
2004,1019,N321BL,MWO,MWO,1,0,0,16,0,15,0,0,0,0,16,0,0,,,,,
2004,1030,N321BL,MWO,DTW,1,0,0,39,0,0,0,0,0,0,39,0,0,,,,,
2004,1031,N321BL,DTW,MWO,1,0,0,35,0,5,0,0,0,0,35,0,0,,,,,
2004,1105,N6066H,MWO,MIE,0,1,0,8,8,0,0,8,42,0,8,0,0,,,,,
2004,1105,N6066H,MIE,BMG,0,1,0,11,11,0,0,11,42,0,11,0,0,,,,,
2004,1105,N6066H,BMG,MWO,0,1,0,13,13,0,0,13,42,0,13,0,0,,,,,
2004,1119,N6066H,MWO,MWO,1,0,0,17,0,16,0,17,42,0,17,0,0,,,,,
2004,1123,N321BL,MWO,DVN,0,1,0,25,5,23,0,0,0,0,25,0,0,,,,,
2004,1123,N321BL,DVN,JLN,0,1,0,27,27,25,0,0,0,0,27,0,0,,,,,
2004,1123,N321BL,JLN,TUL,0,1,0,11,11,11,0,0,0,0,11,0,0,,,,,
2004,1128,N321BL,TUL,DVN,1,0,0,25,0,10,0,0,0,0,25,0,0,,,,,
2004,1128,N321BL,DVN,MWO,1,0,0,22,0,0,0,0,0,0,22,0,0,,,,,
